3.0,0.06489795918367347,0.558974358974359,
3.0,0.10899470899470898,0.33417721518987337,
3.0,0.052000000000000005,0.4,
3.0,0.04,0.5,
2.0,0.035063528021274507,0.4,
1.0,0.0908246225319396,0.40731707317073174,
1.0,0.0896551724137931,0.4,
1.0,0.10826612903225807,0.4881720430107526,
1.0,0.08052631578947368,0.32210526315789473,
1.0,0.08781609195402298,0.4034782608695652,
1.0,0.05822843822843823,0.4078740157480315,
1.0,0.07878787878787878,0.4,
1.0,0.125,0.33333333333333337,
1.0,0.06144927536231883,0.45666666666666667,
1.0,0.09047619047619046,0.4,
1.0,0.05387387387387388,0.5103448275862069,
1.0,0.10600000000000001,0.40631578947368424,
1.0,0.08153153153153155,0.5006993006993008,
1.0,0.05458269329237071,0.4739130434782609,
1.0,0.10512820512820513,0.5676923076923077,
1.0,0.06687631027253668,0.5371069182389936,
1.0,0.04719753930280246,0.54070796460177,
1.0,0.05733766233766234,0.5527272727272727,
1.0,0.08402439024390244,0.4728813559322035,
1.0,0.04768987341772152,0.6017021276595745,
1.0,0.05972222222222222,0.4111111111111111,
1.0,0.05287974683544304,0.23037974683544293,
1.0,0.06985507246376811,0.40444444444444444,
1.0,0.13731884057971017,0.5692307692307692,
1.0,0.06682539682539683,0.34676258992805753,
1.0,0.10758620689655174,0.39529411764705885,
1.0,0.10626780626780627,0.46213592233009715,
1.0,0.06843251088534108,0.5423076923076924,
1.0,0.10060483870967743,0.5548387096774194,
1.0,0.13095238095238093,0.2941176470588235,
1.0,0.08222996515679441,0.6134146341463416,
1.0,0.058383838383838385,0.5527777777777778,
1.0,0.08,0.4,
1.0,0.0612987012987013,0.4711656441717791,
1.0,0.11763440860215053,0.32333333333333336,
1.0,0.061818181818181814,0.4666666666666666,
1.0,0.09683794466403162,0.4454545454545455,
1.0,0.04060866318147871,0.22330097087378614,
