1.0,1.0,1.0,5.0,72.0,0.0684931506849315,0.0684931506849315,0.041666666666666664,0.055365296803652965,0.009488171719780579,1.0,
1.0,1.0,2.0,4.0,71.0,0.05555555555555555,0.0684931506849315,0.041666666666666664,0.055365296803652965,0.009488171719780579,0.5177304964539007,
1.0,1.0,3.0,4.0,71.0,0.05555555555555555,0.0684931506849315,0.041666666666666664,0.055365296803652965,0.009488171719780579,0.5177304964539007,
1.0,1.0,4.0,3.0,71.0,0.041666666666666664,0.0684931506849315,0.041666666666666664,0.055365296803652965,0.009488171719780579,0.0,
1.0,1.0,5.0,4.0,71.0,0.05555555555555555,0.0684931506849315,0.041666666666666664,0.055365296803652965,0.009488171719780579,0.5177304964539007,
1.0,2.0,1.0,5.0,24.0,0.2,0.2,0.08333333333333333,0.11499999999999999,0.05082650227325636,1.0,
1.0,2.0,2.0,2.0,23.0,0.08333333333333333,0.2,0.08333333333333333,0.11499999999999999,0.05082650227325636,0.0,
1.0,2.0,3.0,2.0,23.0,0.08333333333333333,0.2,0.08333333333333333,0.11499999999999999,0.05082650227325636,0.0,
1.0,2.0,4.0,2.0,23.0,0.08333333333333333,0.2,0.08333333333333333,0.11499999999999999,0.05082650227325636,0.0,
1.0,2.0,5.0,3.0,23.0,0.125,0.2,0.08333333333333333,0.11499999999999999,0.05082650227325636,0.35714285714285715,
1.0,3.0,1.0,5.0,55.0,0.08928571428571429,0.08928571428571429,0.05454545454545454,0.0724025974025974,0.012290580019966042,1.0,
1.0,3.0,2.0,4.0,54.0,0.07272727272727272,0.08928571428571429,0.05454545454545454,0.0724025974025974,0.012290580019966042,0.5233644859813084,
1.0,3.0,3.0,3.0,54.0,0.05454545454545454,0.08928571428571429,0.05454545454545454,0.0724025974025974,0.012290580019966042,0.0,
1.0,3.0,4.0,4.0,54.0,0.07272727272727272,0.08928571428571429,0.05454545454545454,0.0724025974025974,0.012290580019966042,0.5233644859813084,
1.0,3.0,5.0,4.0,54.0,0.07272727272727272,0.08928571428571429,0.05454545454545454,0.0724025974025974,0.012290580019966042,0.5233644859813084,
1.0,4.0,1.0,4.0,35.0,0.1111111111111111,0.1388888888888889,0.08333333333333333,0.11238095238095239,0.019718668837694464,0.4999999999999999,
1.0,4.0,2.0,3.0,35.0,0.08333333333333333,0.1388888888888889,0.08333333333333333,0.11238095238095239,0.019718668837694464,0.0,
1.0,4.0,3.0,5.0,35.0,0.1388888888888889,0.1388888888888889,0.08333333333333333,0.11238095238095239,0.019718668837694464,1.0,
1.0,4.0,4.0,4.0,34.0,0.11428571428571428,0.1388888888888889,0.08333333333333333,0.11238095238095239,0.019718668837694464,0.557142857142857,
1.0,4.0,5.0,4.0,34.0,0.11428571428571428,0.1388888888888889,0.08333333333333333,0.11238095238095239,0.019718668837694464,0.557142857142857,
1.0,5.0,1.0,3.0,41.0,0.07142857142857142,0.11904761904761904,0.07142857142857142,0.09140534262485481,0.020236241348008725,0.0,
1.0,5.0,2.0,3.0,41.0,0.07142857142857142,0.11904761904761904,0.07142857142857142,0.09140534262485481,0.020236241348008725,0.0,
1.0,5.0,3.0,5.0,41.0,0.11904761904761904,0.11904761904761904,0.07142857142857142,0.09140534262485481,0.020236241348008725,1.0,
1.0,5.0,4.0,4.0,40.0,0.0975609756097561,0.11904761904761904,0.07142857142857142,0.09140534262485481,0.020236241348008725,0.5487804878048782,
1.0,5.0,5.0,4.0,40.0,0.0975609756097561,0.11904761904761904,0.07142857142857142,0.09140534262485481,0.020236241348008725,0.5487804878048782,
1.0,6.0,1.0,5.0,13.0,0.35714285714285715,0.35714285714285715,0.07692307692307693,0.19450549450549454,0.13092612252423874,1.0,
1.0,6.0,2.0,1.0,12.0,0.07692307692307693,0.35714285714285715,0.07692307692307693,0.19450549450549454,0.13092612252423874,0.0,
1.0,6.0,3.0,2.0,12.0,0.15384615384615385,0.35714285714285715,0.07692307692307693,0.19450549450549454,0.13092612252423874,0.27450980392156865,
1.0,6.0,4.0,1.0,12.0,0.07692307692307693,0.35714285714285715,0.07692307692307693,0.19450549450549454,0.13092612252423874,0.0,
1.0,6.0,5.0,4.0,12.0,0.3076923076923077,0.35714285714285715,0.07692307692307693,0.19450549450549454,0.13092612252423874,0.823529411764706,
1.0,7.0,1.0,4.0,121.0,0.03278688524590164,0.040983606557377046,0.02459016393442623,0.03114754098360656,0.006857869069951439,0.5000000000000002,
1.0,7.0,2.0,3.0,121.0,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.03114754098360656,0.006857869069951439,0.0,
1.0,7.0,3.0,4.0,121.0,0.03278688524590164,0.040983606557377046,0.02459016393442623,0.03114754098360656,0.006857869069951439,0.5000000000000002,
1.0,7.0,4.0,3.0,121.0,0.02459016393442623,0.040983606557377046,0.02459016393442623,0.03114754098360656,0.006857869069951439,0.0,
1.0,7.0,5.0,5.0,121.0,0.040983606557377046,0.040983606557377046,0.02459016393442623,0.03114754098360656,0.006857869069951439,1.0,
1.0,8.0,1.0,1.0,15.0,0.0625,0.3125,0.0,0.125,0.125,0.2,
1.0,8.0,2.0,1.0,15.0,0.0625,0.3125,0.0,0.125,0.125,0.2,
1.0,8.0,3.0,0.0,15.0,0.0,0.3125,0.0,0.125,0.125,0.0,
1.0,8.0,4.0,3.0,15.0,0.1875,0.3125,0.0,0.125,0.125,0.6,
1.0,8.0,5.0,5.0,15.0,0.3125,0.3125,0.0,0.125,0.125,1.0,
1.0,9.0,1.0,4.0,100.0,0.039603960396039604,0.04950495049504951,0.0297029702970297,0.039603960396039604,0.0070010572394707685,0.5,
1.0,9.0,2.0,4.0,100.0,0.039603960396039604,0.04950495049504951,0.0297029702970297,0.039603960396039604,0.0070010572394707685,0.5,
1.0,9.0,3.0,3.0,100.0,0.0297029702970297,0.04950495049504951,0.0297029702970297,0.039603960396039604,0.0070010572394707685,0.0,
1.0,9.0,4.0,4.0,100.0,0.039603960396039604,0.04950495049504951,0.0297029702970297,0.039603960396039604,0.0070010572394707685,0.5,
1.0,9.0,5.0,5.0,100.0,0.04950495049504951,0.04950495049504951,0.0297029702970297,0.039603960396039604,0.0070010572394707685,1.0,
1.0,10.0,1.0,1.0,22.0,0.043478260869565216,0.21739130434782608,0.043478260869565216,0.11383399209486167,0.06556977503028527,0.0,
1.0,10.0,2.0,3.0,22.0,0.13043478260869565,0.21739130434782608,0.043478260869565216,0.11383399209486167,0.06556977503028527,0.5,
1.0,10.0,3.0,2.0,22.0,0.08695652173913043,0.21739130434782608,0.043478260869565216,0.11383399209486167,0.06556977503028527,0.25,
1.0,10.0,4.0,5.0,22.0,0.21739130434782608,0.21739130434782608,0.043478260869565216,0.11383399209486167,0.06556977503028527,1.0,
1.0,10.0,5.0,2.0,21.0,0.09090909090909091,0.21739130434782608,0.043478260869565216,0.11383399209486167,0.06556977503028527,0.27272727272727276,
1.0,11.0,1.0,5.0,42.0,0.11627906976744186,0.11627906976744186,0.023809523809523808,0.06611295681063123,0.034295610242398834,1.0,
1.0,11.0,2.0,2.0,41.0,0.047619047619047616,0.11627906976744186,0.023809523809523808,0.06611295681063123,0.034295610242398834,0.25748502994011974,
1.0,11.0,3.0,3.0,41.0,0.07142857142857142,0.11627906976744186,0.023809523809523808,0.06611295681063123,0.034295610242398834,0.5149700598802395,
1.0,11.0,4.0,1.0,41.0,0.023809523809523808,0.11627906976744186,0.023809523809523808,0.06611295681063123,0.034295610242398834,0.0,
